operating_point,case,stable,psi_s_rms_wb,psi_r_rms_wb,is_rms_a,ir_rms_a,psi_s_rel_pct,psi_r_rel_pct,is_rel_pct,ir_rel_pct,psi_r_conv_time_ms,is_conv_time_ms,max_abs_flux_wb
5000rpm_+220Nm,current_offset_+1Ad_-1Aq,True,1.2243982664739679e-05,0.00012531774262971484,1.424152549953096,1.746276469671551,0.008729811423078784,0.11569596154086717,0.1786002636143679,0.5158648478432073,2.79,nan,0.19462567645134657
5000rpm_+220Nm,current_noise_1Arms,True,1.824716906295417e-05,1.787983899367348e-05,0.2675446993235196,0.26591137898304806,0.013010010654732817,0.01650704139062939,0.033552272071823444,0.0785524717541822,2.77,3.51,0.19459146483015316
5000rpm_-220Nm,nominal,True,4.76636704256659e-16,6.444757785896718e-16,8.035993476050152e-13,3.567935607635069e-12,3.3983620031259437e-13,5.949935207023985e-13,1.0077786633694311e-13,1.0539983738618494e-12,2.8099999999999996,3.6999999999999997,0.19937019831056707
5000rpm_-220Nm,rs_-20pct,True,0.0005672009132595525,0.0007098190968319781,0.10123718125584613,3.4594982667957797,0.4044073850262378,0.6553198390326964,0.012695962423734141,1.0219650656749142,2.59,3.75,0.19938905243464738
5000rpm_-220Nm,rs_-10pct,True,0.00028360045662968573,0.0003549095484159084,0.050618590627701396,1.7297491333978205,0.20220369251305437,0.3276599195162737,0.006347981211839271,0.5109825328374367,2.6899999999999995,3.7199999999999998,0.19937958036289138
5000rpm_-220Nm,rs_-5pct,True,0.00014180022831483248,0.00017745477420780964,0.02530929531523562,0.8648745666970815,0.10110184625651979,0.1638299597580034,0.003173990606093316,0.2554912664181781,2.7399999999999998,3.71,0.19937487808350307
5000rpm_-220Nm,rs_+5pct,True,0.00014180022831497427,0.00017745477420829148,0.025309295311944313,0.864874566701826,0.10110184625662087,0.16382995975844827,0.0031739906056805593,0.2554912664195797,2.8899999999999997,3.6899999999999995,0.19936554104566792
5000rpm_-220Nm,rs_+10pct,True,0.00028360045662981996,0.0003549095484162872,0.05061859062537906,1.7297491334012234,0.20220369251315007,0.32765991951662343,0.006347981211548031,0.5109825328384419,2.9899999999999998,3.6799999999999997,0.19936090629038344
5000rpm_-220Nm,rs_+20pct,True,0.0005672009132595913,0.0007098190968322599,0.101237181253482,3.4594982667988665,0.4044073850262655,0.6553198390329565,0.012695962423437658,1.0219650656758261,3.2899999999999996,3.6599999999999997,0.19935170431493035
5000rpm_-220Nm,rr_-20pct,True,0.00033108542712922213,0.0004779174338289877,1.585345051705417,3.211317512633776,0.23605990166019672,0.44122337255441124,0.19881510879129238,0.9486503705467858,2.92,nan,0.19944118762003515
5000rpm_-220Nm,rr_-10pct,True,0.00016553766689545794,0.00023883247006646375,0.7926725258525135,1.6044592030444473,0.11802635261608353,0.22049513254612296,0.09940755439562171,0.47397082708491894,2.8499999999999996,4.31,0.19940601834789862
